timestamp,name,free_spaces,max_spaces,occupied_spaces
18112023-1835,Westanlage,217,235,18
18112023-1945,Westanlage,217,235,18
05112023-1146,Westanlage,0,0,0
01112023-1221,Westanlage,217,235,18
16112023-2031,Westanlage,217,235,18
14112023-1840,Westanlage,217,235,18
01112023-1124,Westanlage,217,235,18
06112023-1840,Westanlage,217,235,18
13112023-1450,Westanlage,217,235,18
10112023-1340,Westanlage,217,235,18
02112023-1706,Westanlage,217,235,18
13112023-1835,Westanlage,217,235,18
03112023-1050,Westanlage,217,235,18
03112023-1024,Westanlage,217,235,18
13112023-1840,Westanlage,217,235,18
15112023-2020,Westanlage,217,235,18
31102023-1820,Westanlage,217,235,18
04112023-1535,Westanlage,217,235,18
31102023-1745,Westanlage,217,235,18
09112023-1946,Westanlage,217,235,18
14112023-1720,Westanlage,217,235,18
15112023-1950,Westanlage,217,235,18
26102023-1335,Westanlage,217,235,18
25102023-2100,Westanlage,0,0,0
31102023-0925,Westanlage,217,235,18
06112023-2014,Westanlage,217,235,18
24102023-1950,Westanlage,217,235,18
18112023-1651,Westanlage,217,235,18
06112023-1229,Westanlage,217,235,18
27102023-1031,Westanlage,217,235,18
01112023-2025,Westanlage,217,235,18
12112023-1529,Westanlage,0,0,0
06112023-1930,Westanlage,217,235,18
20112023-1035,Westanlage,217,235,18
28102023-1140,Westanlage,217,235,18
10112023-1516,Westanlage,217,235,18
16112023-1820,Westanlage,217,235,18
28102023-1910,Westanlage,217,235,18
