timestamp,name,free_spaces,max_spaces,occupied_spaces
15112023-1030,Liebig-Center,235,250,15
30102023-1040,Liebig-Center,240,250,10
16112023-1849,Liebig-Center,238,250,12
17112023-0951,Liebig-Center,243,250,7
05112023-1200,Liebig-Center,233,250,17
14112023-2051,Liebig-Center,241,250,9
31102023-2029,Liebig-Center,243,250,7
01112023-1535,Liebig-Center,238,250,12
11112023-1415,Liebig-Center,242,250,8
01112023-2015,Liebig-Center,241,250,9
04112023-1850,Liebig-Center,243,250,7
26102023-1735,Liebig-Center,240,250,10
26102023-1751,Liebig-Center,240,250,10
08112023-1751,Liebig-Center,237,250,13
06112023-1646,Liebig-Center,243,250,7
11112023-1550,Liebig-Center,240,250,10
28102023-1920,Liebig-Center,243,250,7
05112023-1730,Liebig-Center,241,250,9
10112023-2021,Liebig-Center,243,250,7
27102023-2015,Liebig-Center,244,250,6
19112023-1200,Liebig-Center,239,250,11
30102023-1619,Liebig-Center,243,250,7
12112023-1545,Liebig-Center,239,250,11
12112023-1445,Liebig-Center,242,250,8
07112023-1120,Liebig-Center,234,250,16
05112023-1235,Liebig-Center,229,250,21
20112023-1809,Liebig-Center,237,250,13
13112023-1145,Liebig-Center,241,250,9
11112023-1916,Liebig-Center,244,250,6
26102023-1239,Liebig-Center,244,250,6
02112023-1821,Liebig-Center,243,250,7
06112023-1850,Liebig-Center,243,250,7
17112023-1020,Liebig-Center,243,250,7
10112023-1430,Liebig-Center,238,250,12
06112023-1025,Liebig-Center,238,250,12
25102023-1820,Liebig-Center,243,250,7
15112023-1659,Liebig-Center,232,250,18
03112023-1149,Liebig-Center,242,250,8
06112023-1555,Liebig-Center,242,250,8
06112023-1611,Liebig-Center,242,250,8
19112023-1915,Liebig-Center,242,250,8
26102023-1550,Liebig-Center,239,250,11
26102023-1045,Liebig-Center,241,250,9
12112023-0926,Liebig-Center,242,250,8
04112023-1750,Liebig-Center,242,250,8
06112023-1900,Liebig-Center,243,250,7
02112023-1601,Liebig-Center,237,250,13
04112023-2040,Liebig-Center,243,250,7
27102023-1331,Liebig-Center,241,250,9
12112023-1955,Liebig-Center,243,250,7
25102023-1845,Liebig-Center,242,250,8
18112023-1250,Liebig-Center,233,250,17
19112023-1940,Liebig-Center,242,250,8
29102023-1429,Liebig-Center,239,250,11
12112023-0945,Liebig-Center,242,250,8
20112023-1224,Liebig-Center,224,250,26
04112023-1420,Liebig-Center,238,250,12
11112023-1519,Liebig-Center,241,250,9
29102023-1510,Liebig-Center,241,250,9
04112023-2010,Liebig-Center,243,250,7
31102023-1735,Liebig-Center,243,250,7
15112023-1520,Liebig-Center,235,250,15
08112023-0924,Liebig-Center,237,250,13
26102023-1300,Liebig-Center,244,250,6
18112023-1150,Liebig-Center,231,250,19
11112023-1940,Liebig-Center,244,250,6
10112023-2016,Liebig-Center,243,250,7
14112023-1215,Liebig-Center,230,250,20
01112023-2045,Liebig-Center,241,250,9
17112023-1441,Liebig-Center,236,250,14
01112023-1351,Liebig-Center,238,250,12
13112023-1725,Liebig-Center,243,250,7
03112023-2056,Liebig-Center,242,250,8
20112023-1005,Liebig-Center,226,250,24
12112023-0956,Liebig-Center,240,250,10
16112023-1120,Liebig-Center,239,250,11
31102023-0936,Liebig-Center,243,250,7
14112023-1005,Liebig-Center,231,250,19
20112023-2024,Liebig-Center,238,250,12
20112023-1935,Liebig-Center,238,250,12
08112023-1019,Liebig-Center,233,250,17
25102023-1505,Liebig-Center,239,250,11
26102023-0931,Liebig-Center,242,250,8
27102023-1100,Liebig-Center,240,250,10
08112023-2050,Liebig-Center,242,250,8
30102023-1135,Liebig-Center,240,250,10
30102023-1945,Liebig-Center,245,250,5
03112023-1545,Liebig-Center,242,250,8
16112023-1050,Liebig-Center,239,250,11
05112023-1240,Liebig-Center,229,250,21
06112023-2020,Liebig-Center,243,250,7
14112023-2005,Liebig-Center,241,250,9
10112023-1800,Liebig-Center,240,250,10
26102023-2041,Liebig-Center,246,250,4
06112023-1045,Liebig-Center,237,250,13
31102023-1950,Liebig-Center,243,250,7
11112023-1130,Liebig-Center,233,250,17
08112023-2015,Liebig-Center,243,250,7
20112023-1240,Liebig-Center,225,250,25
02112023-1826,Liebig-Center,243,250,7
