timestamp,name,free_spaces,max_spaces,occupied_spaces
31102023-0949,Am Bahnhof,161,242,81
13112023-1750,Am Bahnhof,202,242,40
02112023-1425,Am Bahnhof,156,242,86
11112023-1635,Am Bahnhof,164,242,78
08112023-1835,Am Bahnhof,196,242,46
31102023-1131,Am Bahnhof,152,242,90
02112023-0936,Am Bahnhof,161,242,81
27102023-1945,Am Bahnhof,169,242,73
26102023-0936,Am Bahnhof,161,242,81
17112023-1626,Am Bahnhof,186,242,56
10112023-1831,Am Bahnhof,171,242,71
07112023-0930,Am Bahnhof,167,242,75
07112023-1835,Am Bahnhof,199,242,43
28102023-1535,Am Bahnhof,141,242,101
09112023-1431,Am Bahnhof,160,242,82
18112023-1929,Am Bahnhof,158,242,84
11112023-1600,Am Bahnhof,154,242,88
10112023-1750,Am Bahnhof,176,242,66
05112023-1046,Am Bahnhof,170,242,72
19112023-1000,Am Bahnhof,197,242,45
19112023-1214,Am Bahnhof,166,242,76
07112023-1050,Am Bahnhof,158,242,84
05112023-0946,Am Bahnhof,197,242,45
11112023-1846,Am Bahnhof,170,242,72
01112023-1150,Am Bahnhof,184,242,58
04112023-1230,Am Bahnhof,166,242,76
17112023-1815,Am Bahnhof,188,242,54
03112023-0949,Am Bahnhof,189,242,53
08112023-1250,Am Bahnhof,167,242,75
27102023-1129,Am Bahnhof,119,242,123
29102023-1130,Am Bahnhof,136,242,106
18112023-1850,Am Bahnhof,163,242,79
08112023-1100,Am Bahnhof,164,242,78
09112023-1640,Am Bahnhof,174,242,68
15112023-1055,Am Bahnhof,137,242,105
03112023-0909,Am Bahnhof,189,242,53
13112023-1644,Am Bahnhof,189,242,53
15112023-1349,Am Bahnhof,146,242,96
20112023-2019,Am Bahnhof,201,242,41
31102023-1934,Am Bahnhof,218,242,24
18112023-1246,Am Bahnhof,154,242,88
18112023-1636,Am Bahnhof,149,242,93
16112023-1140,Am Bahnhof,158,242,84
13112023-0946,Am Bahnhof,166,242,76
14112023-1440,Am Bahnhof,146,242,96
01112023-1001,Am Bahnhof,184,242,58
29102023-1046,Am Bahnhof,152,242,90
30102023-2026,Am Bahnhof,200,242,42
05112023-1130,Am Bahnhof,157,242,85
04112023-1026,Am Bahnhof,184,242,58
07112023-1030,Am Bahnhof,160,242,82
31102023-1020,Am Bahnhof,158,242,84
09112023-1600,Am Bahnhof,171,242,71
17112023-1105,Am Bahnhof,157,242,85
30102023-1454,Am Bahnhof,173,242,69
12112023-1205,Am Bahnhof,146,242,96
